@W: BN238 :"/mnt/d/Achronix/reference_design/noc_fpga_ref_design/Speedster7t_MLP_ref_designs_RD26/mlp_conv2d/src/constraints/mlp_conv2d_synplify.sdc":8:0:8:0|Constraint object has wildcard(s) but is missing a qualifier (e.g., "p:", "i:", "t:", or "n:"): set_multicycle_path -from *mlp_multi_data_out* -setup 2
@W: BN238 :"/mnt/d/Achronix/reference_design/noc_fpga_ref_design/Speedster7t_MLP_ref_designs_RD26/mlp_conv2d/src/constraints/mlp_conv2d_synplify.sdc":9:0:9:0|Constraint object has wildcard(s) but is missing a qualifier (e.g., "p:", "i:", "t:", or "n:"): set_multicycle_path -from *mlp_multi_data_out* -hold 1
@W: FX474 |User-specified initial value defined for some sequential elements which can prevent optimum synthesis results from being achieved. 
@W: BN132 :"/mnt/d/Achronix/reference_design/noc_fpga_ref_design/Speedster7t_MLP_ref_designs_RD26/mlp_conv2d/src/rtl/out_fifo.sv":187:4:187:9|Removing sequential instance i_out_fifo.addr_offset_inc[3:0] because it is equivalent to instance i_out_fifo.mlp_ack[3:0]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/mnt/d/Achronix/reference_design/noc_fpga_ref_design/Speedster7t_MLP_ref_designs_RD26/mlp_conv2d/src/rtl/dataflow_control.sv":473:4:473:9|Removing sequential instance i_control.mlp_matrix_addr[8] because it is equivalent to instance i_control.mlp_matrix_addr[7]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/mnt/d/Achronix/reference_design/noc_fpga_ref_design/Speedster7t_MLP_ref_designs_RD26/mlp_conv2d/src/rtl/dataflow_control.sv":473:4:473:9|Removing sequential instance i_control.mlp_matrix_addr_d[8] because it is equivalent to instance i_control.mlp_matrix_addr_d[7]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/mnt/d/Achronix/reference_design/noc_fpga_ref_design/Speedster7t_MLP_ref_designs_RD26/mlp_conv2d/src/rtl/dataflow_control.sv":473:4:473:9|Removing sequential instance i_control.mlp_matrix_addr_2d[8] because it is equivalent to instance i_control.mlp_matrix_addr_2d[7]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: MT529 :"/eda/ace/libraries/speedster7t/syn/speedster7t_user_macros_BRAM72K.sv":4552:6:4552:14|Found inferred clock ACX_BRAM72K_Z2043780_0|mlpram_rden_inferred_clock which controls 1 sequential elements including i_mlp_multi.i_dp_16_8x8.gb_mlp_col\[1\]\.gb_mlp_row\[13\]\.i_bram.U_BRAM72K. This clock has no specified timing constraint which may prevent conversion of gated or generated clocks and may adversely impact design performance. 
@W: MT529 :"/eda/ace/libraries/speedster7t/syn/speedster7t_user_macros_BRAM72K.sv":4552:6:4552:14|Found inferred clock ACX_BRAM72K_Z3700290_0|mlpram_rden_inferred_clock which controls 1 sequential elements including i_mlp_multi.i_dp_16_8x8.gb_mlp_col\[2\]\.gb_mlp_row\[7\]\.i_bram.U_BRAM72K. This clock has no specified timing constraint which may prevent conversion of gated or generated clocks and may adversely impact design performance. 
@W: MT529 :"/eda/ace/libraries/speedster7t/syn/speedster7t_user_macros_BRAM72K.sv":4552:6:4552:14|Found inferred clock ACX_BRAM72K_Z4363750_0|mlpram_rden_inferred_clock which controls 1 sequential elements including i_mlp_multi.i_dp_16_8x8.gb_mlp_col\[2\]\.gb_mlp_row\[10\]\.i_bram.U_BRAM72K. This clock has no specified timing constraint which may prevent conversion of gated or generated clocks and may adversely impact design performance. 
@W: MT529 :"/eda/ace/libraries/speedster7t/syn/speedster7t_user_macros_BRAM72K.sv":4552:6:4552:14|Found inferred clock ACX_BRAM72K_Z576400_0|mlpram_rden_inferred_clock which controls 1 sequential elements including i_mlp_multi.i_dp_16_8x8.gb_mlp_col\[2\]\.gb_mlp_row\[2\]\.i_bram.U_BRAM72K. This clock has no specified timing constraint which may prevent conversion of gated or generated clocks and may adversely impact design performance. 
@W: MT529 :"/eda/ace/libraries/speedster7t/syn/speedster7t_user_macros_BRAM72K.sv":4552:6:4552:14|Found inferred clock ACX_BRAM72K_Z2244760_0|mlpram_rden_inferred_clock which controls 1 sequential elements including i_mlp_multi.i_dp_16_8x8.gb_mlp_col\[2\]\.gb_mlp_row\[15\]\.i_bram.U_BRAM72K. This clock has no specified timing constraint which may prevent conversion of gated or generated clocks and may adversely impact design performance. 
@W: MT529 :"/eda/ace/libraries/speedster7t/syn/speedster7t_user_macros_BRAM72K.sv":4552:6:4552:14|Found inferred clock ACX_BRAM72K_Z3097350_0|mlpram_rden_inferred_clock which controls 1 sequential elements including i_mlp_multi.i_dp_16_8x8.gb_mlp_col\[0\]\.gb_mlp_row\[1\]\.i_bram.U_BRAM72K. This clock has no specified timing constraint which may prevent conversion of gated or generated clocks and may adversely impact design performance. 
@W: MT529 :"/eda/ace/libraries/speedster7t/syn/speedster7t_user_macros_BRAM72K.sv":4552:6:4552:14|Found inferred clock ACX_BRAM72K_Z3499310_0|mlpram_rden_inferred_clock which controls 1 sequential elements including i_mlp_multi.i_dp_16_8x8.gb_mlp_col\[1\]\.gb_mlp_row\[5\]\.i_bram.U_BRAM72K. This clock has no specified timing constraint which may prevent conversion of gated or generated clocks and may adversely impact design performance. 
@W: MT529 :"/eda/ace/libraries/speedster7t/syn/speedster7t_user_macros_BRAM72K.sv":4552:6:4552:14|Found inferred clock ACX_BRAM72K_Z978360_0|mlpram_rden_inferred_clock which controls 1 sequential elements including i_mlp_multi.i_dp_16_8x8.gb_mlp_col\[0\]\.gb_mlp_row\[6\]\.i_bram.U_BRAM72K. This clock has no specified timing constraint which may prevent conversion of gated or generated clocks and may adversely impact design performance. 
@W: MT529 :"/eda/ace/libraries/speedster7t/syn/speedster7t_user_macros_BRAM72K.sv":4552:6:4552:14|Found inferred clock ACX_BRAM72K_Z2117110_0|mlpram_rden_inferred_clock which controls 1 sequential elements including i_mlp_multi.i_dp_16_8x8.gb_mlp_col\[1\]\.gb_mlp_row\[0\]\.i_bram.U_BRAM72K. This clock has no specified timing constraint which may prevent conversion of gated or generated clocks and may adversely impact design performance. 
@W: MT529 :"/eda/ace/libraries/speedster7t/syn/speedster7t_user_macros_BRAM72K.sv":4552:6:4552:14|Found inferred clock ACX_BRAM72K_Z1842800_0|mlpram_rden_inferred_clock which controls 1 sequential elements including i_mlp_multi.i_dp_16_8x8.gb_mlp_col\[1\]\.gb_mlp_row\[11\]\.i_bram.U_BRAM72K. This clock has no specified timing constraint which may prevent conversion of gated or generated clocks and may adversely impact design performance. 
